language,text
2,тому приватні медичні
2,друкованими виданням в
2,Відомий дослідник української
2,етапом розвитку культури
2,формувалися протягом століть переважно
2,на території України сходять доби
2,до масових репресивних заходи радянська
2,відіграють нові творчі пошуки
2,будовах стильового спрямування вдало
2,Мистецьким центром у цей
2,XX століття позначився
2,пошук нових форм
2,проте народні пісні стали надбанням
2,Сучасна музична культура України
2,драматургії припадає на
2,із початком доби соцреалізму новаторські
2,На сьогодні найпродуктивнішою
2,Був висунутий від України
2,гарнірів до рибних і
2,з етнографічних районів України
2,чемпіоном світу з
2,відлік яких ведеться від нуля
2,рівня моря та
2,проходить через нульову позначку Кронштадтського
2,геоїда від базового земного
2,планові положення та висота
2,пунктами для топографічної
2,математичні способи зображення
2,ж самій точці в залежності
2,випливає зі спотворення
2,приймають різницю кутів між напрямками
2,проекціях спотворюються площа
2,можна розглядати як окремий випадок
2,проекції в залежності від розташування
2,земної поверхні на бічну поверхню
2,дрібних і великих масштабів
2,яких зберігаються довжини без
2,паралелями визначаються прийнятим характером зображення
2,симетричні відносно центрального
2,Європи прийнятий еліпсоїд
2,карт широко застосовувалась система координат
2,видавництву окремий ідентифікатор та видасть
2,відповідного перерахування контрольної
2,від цієї суми
2,автори розповсюджують під вільною
2,криволінійної системи координат
2,Для тривимірного простору
2,Перетин двох координатних площин
2,системі координат зручно користуватися
2,точками найпростіше зобразити у вигляді
2,дорівнює куту між полярною
2,Лакруа Диференціальне та інтегральне
2,проти годинникового напряму
2,графіку як точка на
2,азимута точки потрібно повернути полярну
2,той час як у деяких
2,перетинає радіальну пряму
2,схожа на квітку з
2,названа на честь її
2,r у декартових
2,центральними кутами Δφ
2,системі координат визначаються оператори векторного
2,дорівнює висоті точки
2,за формулою l
2,у декартові можна скористатись
2,відстанню від деякого
2,та напрям руху від
2,так і системи з точковими
2,зі зниженням частоти звуку
2,звукової хвилі під кутом
2,базі графічної моделі
2,авторів обчислення Географічного
2,Після закінчення Київського артилерійського училища
2,на кафедрі впроваджував
2,працюють разом з іншими
2,хоча його метою
2,в нормативному контролі
2,Іноді два різні автори публікуються
2,заході та Середземним
2,площі Землі або
2,для жителів Східної
2,Росії на сході до
2,різні часи східну
2,межу між Європою
2,Майже уся Європа лежить у
2,Льодовики поширені на
2,точка біля села
2,була незаселеною людьми
2,гіпотеза про прихід гомінідів
2,заселила Європу гейдельберзька людина
2,Найпершу появу людей сучасного
2,регіоні зародилися промислові
2,організаціями економічного і
2,узгодження суперечностей між законодавчими базами
2,членами якого є країни
2,наднаціональними повноваженнями і
2,держава включала в себе
2,постійним спостерігачем при
2,якщо особа перестає
2,Санта Марія Маджоре
2,за віру Йосафата
2,аудієнції його численних
2,Окрема місія на чолі з
2,час конклаву аж до
2,натомість усі дозвільні
2,Є один вертолітний
2,але сам безпосереднього
2,з відносин з
2,числі з ЄС і з
2,союзник Китайської Республіки і
2,рішення дотримуватися Договору
2,Палестина історично поділяється на
2,час територію Самарії та
2,З природних ресурсів тут лише
2,Загальна довжина кордонів
2,між Середземним морем і
2,Згодом Палестина була завойована давньоперською
2,XIX століття почалося заселення Палестини
2,Під час Першої світової
2,демонстрації супроводжуються відкриттям вогню з
2,Ясіра Арафата та урядом
2,приєднались до ООН через їх
2,користується шістьма офіційними
2,навіть коли вона не є
2,який схожий на
2,також виконує завдання за вказівками
2,міжнародний характер Секретаріату
2,установи чи підрозділи
2,базуються на відносному потенціалу кожної
2,непроплат серед цих
2,представляється Генеральній Асамблеї
2,випадках використовують додаткову формулу за
2,організацій отримують допомогу ще
2,тільки інтересами власної
2,секретар ООН Бутрос Бутрос
2,його найдревніше значення
2,Середня очікувана тривалість життя становить
2,насильницьке підпорядкування однієї
2,якій стає можливий
2,демократія існувала за рахунок широкого
2,історії чимало повстань
2,Західній Європі майже повністю зникло
2,кріпацтва зберігався ще до
2,рабства за права й виживання
2,почало відступати в середині
2,було скасоване кріпацтво в
2,В Азії рабство
2,та інші способи поводження
2,дітей беруть участь у
2,У Західній Африці
2,коли мова йде про неприємну
2,кримінальному світу це
2,Зовнішня работоргівля в
2,праці залучалося місцеве
2,намагалася забезпечити навіть
2,роки Другої світової
2,Система державного рабства
2,Відповідно до радянського законодавства
2,заборонена видача паспортів сільському
2,до постанови Ради міністрів СРСР
2,мистецтва театру та Олімпійських
2,приваблює туристів одночасно
2,одна група невеликих Саронічних
2,богів вона сьогодні є
2,Центральна Македонія та
2,завдали значної шкоди не
2,є з тварин занесених
2,також слугують домівкою
2,районах міських агломерацій Афін
2,самі пізніше були
2,представники грецької інтелігенції мігрували у
2,Проте Великі держави вирішили її
2,завершення останньої Греція вступила у
2,свої права на
2,Проте боргова криза спричинила
2,Після цього опозиція
2,новий план економічної
2,формою правління є парламентською
2,представництва держави на міжнародній
2,Повнота політичної влади в Греції
2,закінчення терміну дії парламенту за
2,а в Києві
2,Перший національний прапор був
2,релігії в Греції
2,протилежності грецького і малоазійського способу
2,Сьогодні це також потужний
2,квітні та травні
2,Пападопулосом захопив владу
2,слідують промисловість та сільське
2,однак уряд вживає усіх
2,років Греція стала
2,а до того
2,Греції не веде офіційну
2,підпорядковуються безпосередньо Вселенському
2,впродовж багатьох тисяч
2,Гансен та Ернст Ціллер споруджують
2,складається з десяти тисяч
2,побудований на одному
2,фрази різних інструментів
2,виконавців сучасної лаїка слід виділити
2,вплив через Стародавній
2,винайдене в середині
2,та римську добу
2,сейсмології і метеорології здійснює Афінська
2,у Стародавній Греції
2,впливовими філософськими напрямками
2,штучно створена на
2,Грецьким парламентом створення
2,стало одним із заходів жорсткої
2,Міжнародним олімпійським комітетом
2,Греції на Чемпіонаті
2,розміщено в центральній частині
2,третя охоплює час перших
2,задовго до восьмого
2,пагорбі Палатин з
2,нам положення дійсних
2,громадяни країн Євросоюзу та
2,будівництво та комерційна діяльність
2,місті розташовані головні
2,в своєму розпорядженні
2,такого кола ідей
2,Помітним внеском римської
2,розробив геоцентричну модель
2,Києві та наближена до Софії
2,Дрогобича з посвятою папі Сікстові
2,свідчать серед іншого часті поїздки
2,репрезентацію Української Католицької Церкви
2,окрему Українську Колеґію
2,Головна Василіянська Курія
2,її фундатора митрополита Андрея Шептицького
2,обороні його до польського короля
2,Рим був місцем нарад українського
2,Ватикану під проводом
2,місті належала Раді
2,здобути кілька важливих перемог
2,народу оголосили про
2,у гирлі річки
2,Панормом і Солунтом
2,до нової війни з
2,самі взяли місто
2,їхньої держави на правах союзника
2,зосередження влади в руках окремих
2,якого приєдналися ще
2,справжнього громадянського конфлікту
2,Сіракузах спалахнула громадянська
2,колишній командувач втік з
2,Мессани опинилася під пунійською
2,сіракузянами призвела до конфлікту Карфагена
2,в активній зовнішній
2,розпочав кардинальну перебудову
2,володіння перетворили на провінцію
2,колонізації римляни повернулися
2,Назва Юлія була швидко
2,блискуючий юрист і
2,що за іронією долі
2,за церквою права відпускати
2,заворушень і піднесення сепаратистських
2,А на його
2,що в цей
2,і повернув з
2,Індійським океаном через
2,себе частину пустелі
2,розташована на околиці
2,заході займає велика піщана
2,півострова поширюється з півдня
2,який дме з півдня
2,під час зимових дощів
2,Єгипет і утворив державу
2,османський султан Селім завоював
2,Єгипет розвивався як конституційна монархія
2,соціалістичної держави зі змішаною
2,преси і діяльності
2,практиці вона спирається
2,впливом ісламських радикальних
2,в руслі мусульманського права
2,вирішенням адміністративних суперечок
2,і культурних сплетень
2,надавши приклад знаходження політичного порозуміння
2,зустрілися в рамках Третьої
2,смуга символізує безкровний
2,на якому арабською
2,лідерами національного руху за незалежність
2,національний гімн Єгипту
2,на африканському континенті і одними
2,на додаток до Берегової
2,обладнанні військовою технікою
2,армія отримала за
2,Надходження в державний бюджет Єгипту
2,чотири великих банки створили змішані
2,друге місце серед країн Африки
2,державою контролювалися лише ціни
2,Єгипті існує найстаріша залізнична мережа
2,є важливою опорою
2,кількість готелів та
2,світу і Каїрі є найбільшим
2,народжуваність у країні скоротилася з
2,впливом єгипетського кіно у
2,і коптської мов і
2,Суданський діалект арабської
2,партії на основі релігійних
2,переважно мусульманською країною з
2,них стали потужною інформаційною силою
2,були схематичними зображеннями тварин або
2,Традиційно кілька поколінь
2,вільними рукавами і чорної
2,дійство відбувається в період святкування
2,рік за ісламським місячним
2,але закони про
2,розташований на території Іраку за
2,Вони утворювали серію терас і
2,Традиційно виділяються наступні
2,Емах та деякі інші
2,не дозволяє археологам
2,на землі Стародавнього Межиріччя
2,Ахеменідах було відроджено вавилонську астрономію
2,намагались підтримувати релігійні
2,Персія посідала панівне становище
2,часи головні міста імперії
2,частину територій сучасних Афганістану та
2,вузькими гірським долинам були розкидані
2,мешканці Ірану мали інше
2,серед кочових племен лурів в
2,регіон з VIII
2,же шляхом на
2,Екбатана похована під
2,основі гори Рахмат у Фарсі
2,може бути пояснена
2,організував військову експедицію
2,вплив був сильним і
2,повстання Кира Молодшого проти
2,повстання в середині
2,зупинити просування парфян
2,але створив надзвичайно централізовану
2,династії Сасанідів змінилось
2,прошарки користувались особливими
2,Єздигерд III протягом кількох років
2,поборів перетворились в
2,брали в дружини дочок
2,які переходять до осілого способу
2,особливістю політичного устрою
2,розробка вугільних шахт
2,відрізнялась від попередніх державних
2,іменем бога Агура Мазди
2,релігії звернулись до іранського
2,цьому відбулись деякі
2,різко противились могутні жерці маздаїзму
2,Асирії і Малій
2,в Сузах знайдені частини палацного
2,ювелірні вироби були знайдені
2,На деяких барельєфах Персеполя зображені
2,виготовлялись різні за
2,клинописом на глиняних табличках
2,знатних сімей давньогрецької мови
2,Її писемність була заснована
2,В Стародавньому Ірані наука
2,друге місце в світі
2,більше з певною
2,формуванню китаєцентричного світогляду
2,існує панівна етнічна група
2,держави залишається істотним по
2,Однак більшість вчених світу вважають
2,Воєнні дії між
2,влади у країні
2,легітимності своєї влади і
2,більше ідентифікує себе
2,включно з Ватиканом продовжують
2,Маньчжурії і Тибет
2,Тибетське плато на
2,річці Хуайхе та
2,Південь Китаю вкритий пагорбами
2,вкритий пустелями такими як
2,спільнот у вигляді надетнічної категорії
2,із моралістичним конфуціанським кодексом були
2,Китай не обмежує урядовими постановами
2,від різних ідеологем конфуціанства
2,а частково через внутрішні і
2,традиції письменства і чиновництва левова
2,які займалися виданням
2,економічні зони Китаю Дельта Перлинної
2,історія якого була описана в
2,північному сході та
2,між островами Великий
2,компанія панувала в
2,повстання у пенджабському місті
2,владі у придушенні повстання
2,до Вестмінстерського типу парламентської
2,держави і обирається
2,що вона не представлена належним
2,ще більше розширили свою
2,Індії контролюють повітряні простори
2,В штатах існують законодавчі
2,найбільша кількість університетів
2,смуги і має
2,і музику до якої написав
2,для всієї Південної
2,Також характерною рисою архітектури ранньоісламського
2,Літературна мова урду завдячує
2,насамперед з хвалебними
2,в Індії величезну
2,і вона є найпліднішою кіностудією
2,Індії протягом тисячоліть
2,одне з основних ознак модернізму
2,що стала основою для
2,поєднує їх з
2,творчі та художні
2,звільнилося від своєї прихильності
2,Стародавній Індії досягло й
2,одна з шести
2,МТП Трофей чемпіонів з командою
2,з стрільби для своєї
2,традиційні тільки для Індії
2,саміті з безпечного
2,році також заплановано проведення
2,панівна за середньовіччя
2,Політична система європейських країн у
2,Згідно з західними
2,будуванні російської держави
2,бояр були не умовними феодальними
2,роду і земельних
2,продукції призвів до
2,Проте цього погляду
2,духовних правителів Руського
2,а також питання про
2,новгородця під Руссю розумілася
2,називає населення ані
2,Костянтина в Русь
2,всій показній ясності її
2,зручності почали іменувати
2,часів називався Рим або Новий
2,як зовнішніми так і
2,займала лише територію Греції
2,Римської імперії на Східну
2,папський престол в
2,трон зійшов начальник гвардії Юстин
2,Юстиніані єретиків змушували переходити в
2,придушенням виступів у столиці
2,способів включення у сферу впливу
2,році в ході війни з
2,переніс війну на
2,із суші і
2,більш третини держави
2,халіфат підсилив свій натиск
2,тільки Венецію і землі
2,тих пір як хан
2,з Візантії християнство за візантійським
2,Доповнювали картину блискучий
2,коротких правлінь анархія чимраз
2,державою на Балканському
2,військ для захоплення
2,заяви з уст
2,стійким утворенням в Європі протягом
2,важливу роль в накопиченні і
2,більше за свого прямого попередника
2,Візантійській державі мали значний
2,коли найвищі константинопольський
2,що посилило культурний
2,відсутність записів в більшості випадків
2,Візантії вона була
2,оселились тут у V і
2,клімату і розмаїтість
2,за нього довгу
2,з Португалією на заході
2,Це друга за висотою країна
2,півночі Месету обрамляють потужні Кантабрійські
2,Піренейського півострова зайнятий
2,обрамляється південним краєм
2,три основні кліматичні
2,властивостями території басейну
2,впливає на кількість
2,зони мають меншу
2,бік океану через Бетіську
2,собою складну багаточастинну
2,та Монако на
2,Назва Франція походить від
2,верхньої межі лісу
2,ростуть ізольовані невисокі
2,світ Франції сильно
2,років тому і у свою
2,й знаряддя праці замінені
2,Територія залишалася під владою римлян
2,країна втягнута в
2,любив війну і
2,на крихітний середземноморський
2,основу системи законів
2,берегах Нормандії й незабаром
2,острові Муруроа та
2,За його президентства досить
2,держав та до
2,визначалася членством в
2,за підземні ядерні випробування у
2,готовність до переговорів про статус
2,ці шляхи припадає
2,та інші місцевості славляться
2,до Європи прагнуть відвідати
2,про поїздки в західну Європу
2,зі всіма великими
2,автомобільних доріг досить
2,років повинні перевозитися
2,атомної енергетики виділяється
2,світі своїми численними
2,виразів та вражаючі образи
2,набула щоденна безплатна
2,також багато щоденних регіональних
2,проводяться такі змагання світового
2,свою роль у
2,прийшов на заміну
2,Карл Маркс і Фрідріх Енгельс
2,також підтримував закон
2,до мінімального втручання уряду в
2,також раціоналізацію виробництва з
2,обмежень на кредит і
2,що тільки ринковий
2,капіталу тенденції добиватися
2,Вона віддає перевагу ринковій координації
2,державних підприємств та загалом
2,вартість є результатом
2,Фернан Бродель знаходить перші
2,цього майно стало готовим
2,капіталізм здійснював експлуатацію
2,необхідною умовою політичної
2,у складні системи
2,відкриттів було поширення християнства
2,залізними шоломами та латами і
2,товари зі Сходу
2,і після епохи Великих
2,уявлення європейців про Азію
2,зі Сходом приносила величезні прибутки
2,експедицій перетину Євразії
2,світ забезпечував безпечні
2,році Веласкес направив експедицію
2,і частково спалили
2,Іспанці були змушені відступити
2,назву Османського від
2,відкрила шлях османській експансії
2,й полонили султана
2,Вона стала наймогутнішою
2,правління Селіма ІІ османи
2,роках васальні держави
2,яка погодилася на незалежність
2,стала носити формальний
2,під головуванням Ататюрка відмовилися
2,Османська імперія поділялася
2,Керування цими адміністративними одиницями
2,Була встановлена наступна ієрархія адміністративних
2,того часу рабство може вважатися
2,Перші збройні сили
2,з полонянок європейського або
2,вигляді нагород або
2,Битви біля Ізонцо
2,Розбіжності між окремими
2,Внаслідок тривалої боротьби
2,угоди з Німецькою
2,у Сараєво було вбито спадкоємця
2,Все частіше почали вибухати страйки
2,економічному і культурному житті
2,імперії первинна назва звучала
2,року і Ялта управлялись
2,за винятком Ставропольської губернії та
2,але столицю було перенесено з
2,Кардинальна реформа Московського царства разом
2,і перебував під впливом західної
2,створивши нову державну
2,контролем і включити
2,І Анни Іванівни біронівщини
2,що охопила величезні простори Поволжя
2,І Російська імперія брала
2,на престол Миколи І ознаменувався
2,розвитку країни по західноєвропейському
2,політика щодо поневолених народів
2,багатоступеневої куріальної системи і відали
2,створив власну теорію
2,розкол на більшовиків
2,посилення великоруського шовінізму і відмова
2,в різних куточках
2,національні особливості Росії відомий
2,Під час неї загинуло понад
2,перемогли держави Четверного
2,масштаб конфлікту був
2,Республіка та Королівство
2,котрий склався після
2,дій для запобігання військовим конфліктам
2,практику почали застосовувати всі
2,нації Європи на війну
2,ґрунтувався на швидкому
2,німецькі території в Тихому
2,року у Львові було
2,особливо в харчовій
2,суспільстві і підштовхнула суспільство до
2,Битва біля Романі
2,історично внаслідок великомасштабної
2,документах СРСР та журналах
2,дорівнює кількості штатів
2,нього написаний у
2,на півночі Аляски
2,з найдовших річкових систем
2,Флориди і Гаваї розташовані
2,проти Великої Британії і привів
2,XIX століття територіальні
2,конфлікту між Північними
2,природних ресурсів Американського
2,у цей час законів
2,високого прогресивного податку на
2,приходу до влади адміністрації республіканця
2,Нова адміністрація почала реформу системи
2,змінив на цій посаді Джорджа
2,змінити зовнішню та внутрішню
2,і Український конгресовий комітет
2,фонду вона друга у
2,той же час
2,років на водні
2,На початку XXI століття планується
2,нащадки залишалися переважаючим етнічним компонентом
2,половини їх загальної кількості припадає
2,населення США використовує
2,кубізму поетеса і прозаїк Гертруда
2,Мільйони американців регулярно дивляться
2,Серед загальнонаціональних американських
2,періодичних друкованих видань у США
2,приводив до численних безплідних дискусій
2,а не реальною допомогою
2,Антанти про включення Східної Галичини
2,повинні бути під контролем
2,повернена Німеччині за
2,щоб знову стати
2,після Паризької Мирної
2,солдати вдерлися на терени
2,з частини Пруссії
2,боролася з міжнародною торгівлею
2,більшість населення в XX
2,встановила дипломатичні відносини
2,грошима або товарами з обумовленого
2,спочатку був згоден з
2,мала контроль над
2,що країни на кшталт Британії
2,хімічну зброю і вогнемети
2,йшли з Німеччини на
2,регіону дозволяє йому уникнути
2,розробляються з початку
2,На першій з
2,малюнок якого скопійований
2,періодів єдності і політичної
2,року чисельність населення досягла
2,близькоспоріднений швейцарському варіанту німецької
2,марно намагався вигнати амішів
2,робить Ельзас одним
2,минулому Ельзас спеціалізувався на виробництві
2,до Ельзасу займає
2,сфери послуг і пошуку
2,табло і вуличних камер також
2,Існує проект спорудження чотирьохсмугової
2,Ельзасу необхідно покращувати транспортний
2,з розширення каналу Рейн
2,в Страсбурзі планується розширення
2,кількість подібних будинків в
2,Сучасний регіон Лотарингія за площею
2,яка б надавала Угорщині значних
2,з Палати панів і Палати
2,року було запроваджено прямі
2,деякий час послабила
2,Закарпатті взагалі не
2,стало укладення таємної угоди
2,частіше почали вибухати страйки
